msbook,msnum,edition,vol,page
1v,304,pts1,3,58
1v,304,vp,87,68
1v,305,lv,1,209
1v,305,km,1,191
1v,306,s1,1,108
1v,306,c1,1,73
1v,306,lv,1,210
1v,306,nd,1,72
1v,306,c2,1,73
1v,306,km,1,192
1v,306,mc,1,79
1v,306,s3,1,109
1v,307,dy,1,93
1v,308,lv,1,211
1v,308,bj,1,132
1v,309,vp,87,69
1v,310,km,1,193
1v,310,s3,1,110
1v,311,s1,1,109
1v,311,lv,1,212
1v,311,mc,1,80
1v,311,pts1,3,59
1v,312,c1,1,74
1v,312,c2,1,74
1v,312,km,1,194
1v,312,dy,1,94
1v,313,lv,1,213
1v,313,nd,1,73
1v,315,s3,1,111
1v,316,s1,1,110
1v,316,lv,1,214
1v,316,km,1,195
1v,316,bj,1,134
1v,316,vp,87,70
1v,317,mc,1,81
1v,318,c1,1,75
1v,318,c2,1,75
1v,318,km,1,196
1v,318,dy,1,95
1v,319,lv,1,215
1v,320,nd,1,74
1v,320,pts1,3,60
1v,320,s3,1,112
1v,321,s1,1,111
1v,322,lv,1,216
1v,322,km,1,197
1v,322,vp,87,71
1v,323,lv,1,217
1v,323,dy,1,96
1v,323,mc,1,82
1v,324,s1,1,112
1v,324,c1,1,76
1v,324,c2,1,76
1v,324,km,1,198
1v,324,bj,1,136
1v,324,s3,1,113
1v,325,lv,1,218
1v,325,nd,1,75
1v,325,km,1,199
1v,326,lv,1,219
1v,326,km,1,200
1v,326,dy,1,97
1v,326,pts1,3,61
1v,327,s1,1,113
1v,327,mc,1,83
1v,327,s3,1,114
1v,327,vp,87,72
1v,328,c1,1,77
1v,328,lv,1,220
1v,328,c2,1,77
1v,329,lv,1,221
1v,329,km,1,201
1v,330,nd,1,76
1v,330,dy,1,98
1v,330,bj,1,138
1v,331,s1,1,114
1v,331,s3,1,115
1v,332,lv,1,222
1v,332,km,1,202
1v,332,mc,1,84
1v,332,vp,87,73
1v,333,lv,1,223
1v,334,s1,1,115
1v,334,c1,1,78
1v,334,c2,1,78
1v,334,km,1,203
1v,334,pts1,3,62
1v,334,s3,1,116
1v,335,lv,1,224
1v,335,nd,1,77
1v,335,km,1,204
1v,335,dy,1,99
1v,336,lv,1,225
1v,336,bj,1,140
1v,336,mc,1,85
1v,336,vp,87,74
1v,337,s1,1,116
1v,337,km,1,205
1v,337,s3,1,117
1v,338,c1,1,79
1v,338,lv,1,226
1v,338,c2,1,79
1v,338,dy,1,100
1v,340,lv,1,227
1v,340,nd,1,78
1v,340,km,1,206
1v,340,pts1,3,63
1v,341,mc,1,86
1v,341,s3,1,118
1v,342,s1,1,117
1v,343,lv,1,228
1v,343,km,1,207
1v,343,vp,87,75
1v,344,c1,1,80
1v,344,c2,1,80
1v,344,dy,1,101
1v,344,bj,1,142
1v,345,lv,1,229
1v,345,km,1,208
1v,346,s1,1,118
1v,346,s3,1,119
1v,347,lv,1,230
1v,347,nd,1,79
1v,347,mc,1,87
1v,348,km,1,209
1v,348,pts1,3,64
1v,349,vp,87,76
1v,350,c1,1,81
1v,350,lv,1,231
1v,350,c2,1,81
1v,350,dy,1,102
1v,351,s1,1,119
1v,351,km,1,210
1v,351,s3,1,120
1v,352,bj,1,144
1v,353,lv,1,232
1v,353,mc,1,88
1v,354,nd,1,80
1v,354,km,1,211
1v,355,lv,1,233
1v,355,vp,87,77
1v,356,dy,1,103
1v,356,s3,1,121
1v,357,s1,1,120
1v,357,c1,1,82
1v,357,c2,1,82
1v,358,lv,1,234
1v,358,km,1,212
1v,358,pts1,3,65
1v,359,mc,1,89
1v,360,lv,1,235
1v,360,km,1,213
1v,361,s1,1,121
1v,361,nd,1,81
1v,361,dy,1,104
1v,361,bj,1,146
1v,361,s3,1,122
1v,362,lv,1,236
1v,362,km,1,214
1v,362,vp,87,78
1v,363,c1,1,83
1v,363,c2,1,83
1v,364,mc,1,90
1v,365,lv,1,237
1v,365,km,1,215
1v,366,s1,1,122
1v,366,dy,1,105
1v,366,s3,1,123
1v,367,lv,1,238
1v,367,nd,1,82
1v,367,pts1,3,66
1v,368,km,1,216
1v,369,c1,1,84
1v,369,lv,1,239
1v,369,c2,1,84
1v,369,bj,1,148
1v,369,mc,1,91
1v,369,s3,1,124
1v,369,vp,87,79
1v,370,s1,1,123
1v,370,lv,1,240
1v,370,km,1,217
1v,370,dy,1,106
1v,371,s1,1,124
1v,371,c1,1,85
1v,371,lv,1,241
1v,371,,1,242
1v,371,nd,1,83
1v,371,c2,1,85
1v,371,km,1,218
1v,371,,1,219
1v,371,mc,1,92
1v,371,pts1,3,67
1v,371,s3,1,125
1v,371,vp,87,80
1v,372,lv,1,243
1v,372,km,1,220
1v,372,dy,1,107
1v,372,bj,1,150
1v,373,s1,1,125
1v,373,lv,1,244
1v,373,km,1,221
1v,373,s3,1,126
1v,374,c1,1,86
1v,374,lv,1,245
1v,374,nd,1,84
1v,374,c2,1,86
1v,374,dy,1,108
1v,374,mc,1,93
1v,374,s3,1,127
1v,376,s1,1,126
1v,376,lv,1,246
1v,376,km,1,222
1v,376,bj,1,152
1v,376,pts1,3,68
1v,376,s3,1,128
1v,376,vp,87,81
1v,377,km,1,223
1v,378,s1,1,127
1v,378,c1,1,87
1v,378,lv,1,247
1v,378,,1,248
1v,378,nd,1,85
1v,378,c2,1,87
1v,378,km,1,224
1v,378,dy,1,109
1v,378,mc,1,94
1v,378,s3,1,129
1v,379,lv,1,249
1v,379,pts1,3,69
1v,380,s1,1,128
1v,380,lv,1,250
1v,380,km,1,225
1v,380,bj,1,154
1v,380,s3,1,130
1v,380,vp,87,82
1v,381,km,1,226
1v,381,dy,1,110
1v,382,s1,1,129
1v,382,,1,130
1v,382,c1,1,88
1v,382,lv,1,251
1v,382,,1,252
1v,382,,1,253
1v,382,nd,1,86
1v,382,c2,1,88
1v,382,km,1,227
1v,382,,1,228
1v,382,dy,1,111
1v,382,mc,1,95
1v,382,pts1,3,70
1v,382,s3,1,131
1v,382,vp,87,83
1v,383,lv,1,254
1v,383,bj,1,156
1v,384,c1,1,89
1v,384,lv,1,255
1v,384,nd,1,87
1v,384,c2,1,89
1v,384,km,1,229
1v,384,mc,1,96
1v,384,s3,1,132
1v,385,km,1,230
1v,386,s1,1,131
1v,386,lv,1,256
1v,386,dy,1,112
1v,386,pts1,3,71
1v,387,lv,1,257
1v,387,km,1,231
1v,387,s3,1,133
1v,388,km,1,232
1v,388,mc,1,97
1v,388,vp,87,84
1v,389,s1,1,132
1v,390,c1,1,90
1v,390,lv,1,258
1v,390,nd,1,88
1v,390,c2,1,90
1v,390,km,1,233
1v,390,dy,1,113
1v,390,bj,1,158
1v,390,s3,1,134
1v,391,lv,1,259
1v,393,s1,1,133
1v,393,lv,1,260
1v,393,nd,1,89
1v,393,km,1,234
1v,393,dy,1,114
1v,393,mc,1,98
1v,393,pts1,3,72
1v,393,s3,1,135
1v,393,vp,87,85
1v,394,s1,1,134
1v,394,c1,1,91
1v,394,lv,1,261
1v,394,,1,262
1v,394,,1,263
1v,394,c2,1,91
1v,394,km,1,235
1v,394,,1,236
1v,394,,1,237
1v,394,dy,1,115
1v,394,bj,1,160
1v,394,mc,1,99
1v,394,s3,1,136
1v,395,s1,1,135
1v,396,c1,1,92
1v,396,lv,1,264
1v,396,nd,1,90
1v,396,c2,1,92
1v,396,km,1,238
1v,396,pts1,3,73
1v,396,s3,1,137
1v,396,vp,87,86
1v,397,km,1,239
1v,399,lv,1,265
1v,400,bj,1,162
1v,400,mc,1,100
1v,401,s1,1,136
1v,401,dy,1,116
1v,404,km,1,240
1v,405,c1,1,93
1v,405,lv,1,266
1v,405,nd,1,91
1v,405,c2,1,93
1v,405,vp,87,87
1v,406,pts1,3,74
1v,406,s3,1,138
1v,407,km,1,241
1v,410,lv,1,267
1v,411,s1,1,137
1v,411,dy,1,117
1v,411,mc,1,101
1v,414,lv,1,268
1v,414,km,1,242
1v,415,c1,1,94
1v,415,c2,1,94
1v,415,bj,1,164
1v,415,s3,1,139
1v,415,vp,87,88
1v,416,lv,1,269
1v,416,nd,1,92
1v,416,km,1,243
1v,417,s1,1,138
1v,419,dy,1,118
1v,419,mc,1,102
1v,419,pts1,3,75
1v,420,lv,1,270
1v,421,km,1,244
1v,422,s3,1,140
1v,423,c1,1,95
1v,423,lv,1,271
1v,423,c2,1,95
1v,423,vp,87,89
1v,424,s1,1,139
1v,424,km,1,245
1v,424,bj,1,166
1v,425,lv,1,272
1v,425,nd,1,93
1v,425,dy,1,119
1v,425,mc,1,103
1v,426,km,1,246
1v,426,s3,1,141
1v,428,lv,1,273
1v,429,s1,1,140
1v,429,c1,1,96
1v,429,c2,1,96
1v,429,km,1,247
1v,429,pts1,3,76
1v,429,vp,87,90
1v,430,lv,1,274
1v,430,dy,1,120
1v,431,mc,1,104
1v,431,s3,1,142
1v,432,nd,1,94
1v,432,km,1,248
1v,432,bj,1,168
1v,433,lv,1,275
1v,434,s1,1,141
1v,435,c1,1,97
1v,435,lv,1,276
1v,435,c2,1,97
1v,435,km,1,249
1v,435,dy,1,121
1v,435,s3,1,143
1v,435,vp,87,91
1v,436,s1,1,142
1v,436,lv,1,277
1v,436,km,1,250
1v,436,mc,1,105
1v,436,pts1,3,77
1v,437,s3,1,144
1v,438,lv,1,278
1v,438,nd,1,95
1v,438,km,1,251
1v,439,dy,1,122
1v,440,s1,1,143
1v,440,c1,1,98
1v,440,lv,1,279
1v,440,c2,1,98
1v,440,km,1,252
1v,440,bj,1,170
1v,440,s3,1,145
1v,440,vp,87,92
1v,441,lv,1,280
1v,441,mc,1,106
1v,442,km,1,253
1v,443,s1,1,144
1v,443,lv,1,281
1v,443,nd,1,96
1v,443,km,1,254
1v,443,dy,1,123
1v,443,pts1,3,78
1v,443,s3,1,146
1v,444,c1,1,99
1v,444,lv,1,282
1v,444,c2,1,99
1v,445,km,1,255
1v,445,mc,1,107
1v,445,vp,87,93
1v,447,s1,1,145
1v,447,lv,1,283
1v,447,km,1,256
1v,447,dy,1,124
1v,447,bj,1,172
1v,447,s3,1,147
1v,448,lv,1,284
1v,449,nd,1,97
1v,451,c1,1,100
1v,451,c2,1,100
1v,451,km,1,257
1v,451,bj,1,174
1v,451,mc,1,108
1v,451,pts1,3,79
1v,452,vp,87,94
1v,453,s1,1,146
1v,454,lv,1,285
1v,454,dy,1,125
1v,454,s3,1,148
1v,457,lv,1,286
1v,457,km,1,258
1v,458,nd,1,98
1v,458,mc,1,109
1v,459,s1,1,147
1v,459,c1,1,101
1v,459,lv,1,287
1v,459,c2,1,101
1v,459,km,1,259
1v,459,dy,1,126
1v,459,s3,1,149
1v,459,vp,87,95
1v,461,lv,1,288
1v,461,km,1,260
1v,461,bj,1,176
1v,461,pts1,3,80
1v,463,s1,1,148
1v,463,lv,1,289
1v,463,s3,1,150
1v,464,km,1,261
1v,464,dy,1,127
1v,464,mc,1,110
1v,465,c1,1,102
1v,465,lv,1,290
1v,465,nd,1,99
1v,465,c2,1,102
1v,465,vp,87,96
1v,467,s1,1,149
1v,467,km,1,262
1v,468,lv,1,291
1v,468,s3,1,151
1v,469,km,1,263
1v,469,dy,1,128
1v,469,bj,1,178
1v,469,mc,1,111
1v,469,pts1,3,81
1v,470,lv,1,292
1v,471,s1,1,150
1v,471,c1,1,103
1v,471,nd,1,100
1v,471,c2,1,103
1v,471,km,1,264
1v,471,s3,1,152
1v,471,vp,87,97
1v,472,lv,1,293
1v,473,dy,1,129
1v,474,lv,1,294
1v,474,km,1,265
1v,474,mc,1,112
1v,475,s1,1,151
1v,475,s3,1,153
1v,476,c1,1,104
1v,476,lv,1,295
1v,476,nd,1,101
1v,476,c2,1,104
1v,476,km,1,266
1v,476,bj,1,180
1v,477,pts1,3,82
1v,477,vp,87,98
1v,478,lv,1,296
1v,478,dy,1,130
1v,479,s1,1,152
1v,479,km,1,267
1v,479,mc,1,113
1v,479,s3,1,154
1v,480,lv,1,297
1v,481,km,1,268
1v,482,c1,1,105
1v,482,lv,1,298
1v,482,nd,1,102
1v,482,c2,1,105
1v,482,dy,1,131
1v,482,vp,87,99
1v,483,s1,1,153
1v,483,s3,1,155
1v,484,km,1,269
1v,484,bj,1,182
1v,485,lv,1,299
1v,485,mc,1,114
1v,485,pts1,3,83
1v,488,lv,1,300
1v,488,km,1,270
1v,489,s1,1,154
1v,489,dy,1,132
1v,489,s3,1,156
1v,489,vp,87,100
1v,490,c1,1,106
1v,490,nd,1,103
1v,490,c2,1,106
1v,491,lv,1,301
1v,492,km,1,271
1v,492,mc,1,115
1v,494,lv,1,302
1v,494,s3,1,157
1v,495,s1,1,155
1v,495,km,1,272
1v,495,bj,1,184
1v,496,dy,1,133
1v,496,vp,87,101
1v,498,c1,1,107
1v,498,lv,1,303
1v,498,c2,1,107
1v,499,nd,1,104
1v,499,km,1,273
1v,499,mc,1,116
1v,500,s3,1,158
1v,501,s1,1,156
1v,501,lv,1,304
1v,501,km,1,274
1v,502,dy,1,134
1v,502,vp,87,102
1v,503,lv,1,305
1v,503,km,1,275
1v,503,mc,1,117
1v,503,pts1,3,84
1v,504,s1,1,157
1v,504,c1,1,108
1v,504,lv,1,306
1v,504,nd,1,105
1v,504,c2,1,108
1v,504,bj,1,186
1v,504,s3,1,159
1v,505,dy,1,135
1v,506,lv,1,307
1v,506,km,1,276
1v,507,vp,87,103
1v,508,s3,1,160
1v,509,s1,1,158
1v,509,lv,1,308
1v,509,km,1,277
1v,509,mc,1,118
1v,510,c1,1,109
1v,510,c2,1,109
1v,511,nd,1,106
1v,512,lv,1,309
1v,512,km,1,278
1v,512,dy,1,136
1v,513,bj,1,188
1v,513,pts1,3,85
1v,514,s3,1,161
1v,514,vp,87,104
1v,515,s1,1,159
1v,515,lv,1,310
1v,515,mc,1,119
1v,516,km,1,279
1v,517,lv,1,311
1v,518,c1,1,110
1v,518,c2,1,110
1v,518,dy,1,137
1v,519,nd,1,107
1v,519,km,1,280
1v,519,s3,1,162
1v,520,s1,1,160
1v,520,lv,1,312
1v,521,vp,87,105
1v,522,lv,1,313
1v,522,km,1,281
1v,522,mc,1,120
1v,523,bj,1,190
1v,525,s1,1,161
1v,525,c1,1,111
1v,525,lv,1,314
1v,525,c2,1,111
1v,525,km,1,282
1v,525,dy,1,138
1v,525,s3,1,163
1v,526,nd,1,108
1v,527,lv,1,315
1v,527,vp,87,106
1v,528,km,1,283
1v,528,mc,1,121
1v,529,pts1,3,86
1v,530,s1,1,162
1v,530,lv,1,316
1v,530,dy,1,139
1v,530,s3,1,164
1v,531,c1,1,112
1v,531,lv,1,317
1v,531,c2,1,112
1v,531,km,1,284
1v,532,nd,1,109
1v,532,bj,1,192
1v,532,vp,87,107
1v,534,s1,1,163
1v,534,lv,1,318
1v,534,km,1,285
1v,534,,1,286
1v,534,dy,1,140
1v,534,mc,1,122
1v,534,pts1,3,87
1v,534,s3,1,165
1v,535,lv,1,319
1v,536,s1,1,164
1v,537,c1,1,113
1v,537,lv,1,320
1v,537,nd,1,110
1v,537,c2,1,113
1v,537,km,1,287
1v,537,pts1,3,88
1v,537,s3,1,166
1v,538,s1,1,165
1v,538,lv,1,321
1v,538,,1,322
1v,538,km,1,288
1v,538,,1,289
1v,538,dy,1,141
1v,538,bj,1,194
1v,538,mc,1,123
1v,538,s3,1,167
1v,538,vp,87,108
1v,539,s1,1,166
1v,540,c1,1,114
1v,540,lv,1,323
1v,540,,1,324
1v,540,nd,1,111
1v,540,c2,1,114
1v,540,km,1,290
1v,540,,1,291
1v,540,dy,1,142
1v,540,bj,1,196
1v,540,mc,1,124
1v,540,pts1,3,89
1v,540,s3,1,168
1v,541,s1,1,167
1v,541,lv,1,325
1v,541,,1,326
1v,541,km,1,292
1v,541,dy,1,143
1v,541,s3,1,169
1v,541,vp,87,109
1v,542,s1,1,168
1v,542,c1,1,115
1v,542,lv,1,327
1v,542,,1,328
1v,542,nd,1,112
1v,542,c2,1,115
1v,542,km,1,293
1v,542,,1,294
1v,542,mc,1,125
1v,542,pts1,3,90
1v,542,s3,1,170
1v,544,km,1,295
1v,544,dy,1,144
1v,544,vp,87,110
1v,545,lv,1,329
1v,545,bj,1,198
1v,546,s1,1,169
1v,546,km,1,296
1v,546,mc,1,126
1v,546,s3,1,171
1v,547,c1,1,116
1v,547,c2,1,116
1v,548,lv,1,330
1v,548,nd,1,113
1v,550,km,1,297
1v,551,lv,1,331
1v,551,dy,1,145
1v,551,pts1,3,91
1v,551,vp,87,111
1v,553,s1,1,170
1v,553,lv,1,332
1v,553,km,1,298
1v,553,bj,1,200
1v,553,mc,1,127
1v,553,s3,1,172
1v,554,nd,1,114
1v,554,km,1,299
1v,555,s1,1,171
1v,555,c1,1,117
1v,555,lv,1,333
1v,555,c2,1,117
1v,555,dy,1,146
1v,556,s3,1,173
1v,557,km,1,300
1v,558,lv,1,334
1v,558,vp,87,112
1v,561,mc,1,128
1v,561,pts1,3,92
1v,562,km,1,301
1v,562,bj,1,202
1v,564,lv,1,335
1v,564,nd,1,115
1v,564,dy,1,147
1v,565,c1,1,118
1v,565,c2,1,118
1v,566,s1,1,172
1v,566,s3,1,174
1v,568,lv,1,336
1v,568,km,1,302
1v,568,vp,87,113
1v,572,mc,1,129
1v,573,km,1,303
1v,574,lv,1,337
1v,574,dy,1,148
1v,575,s3,1,175
1v,576,bj,1,204
1v,577,s1,1,173
1v,577,pts1,3,93
1v,578,c1,1,119
1v,578,nd,1,116
1v,578,c2,1,119
1v,580,vp,87,114
1v,581,lv,1,338
1v,582,km,1,304
1v,584,mc,1,130
1v,585,lv,1,339
1v,586,dy,1,149
1v,586,s3,1,176
1v,587,s1,1,174
1v,587,km,1,305
1v,588,c1,1,120
1v,588,lv,1,340
1v,588,c2,1,120
1v,588,vp,87,115
1v,589,nd,1,117
1v,589,bj,1,206
1v,590,lv,1,341
1v,590,km,1,306
1v,591,mc,1,131
1v,592,dy,1,150
1v,592,s3,1,177
1v,593,s1,1,175
1v,593,lv,1,342
1v,593,km,1,307
1v,595,c1,1,121
1v,595,lv,1,343
1v,595,c2,1,121
1v,595,vp,87,116
1v,596,km,1,308
1v,597,nd,1,118
1v,597,s3,1,178
1v,598,s1,1,176
1v,598,lv,1,344
1v,598,bj,1,208
1v,598,mc,1,132
1v,599,dy,1,151
1v,600,km,1,309
1v,601,lv,1,345
1v,602,c1,1,122
1v,602,c2,1,122
1v,602,s3,1,179
1v,602,vp,87,117
1v,603,km,1,310
1v,604,s1,1,177
1v,604,lv,1,346
1v,604,dy,1,152
1v,604,mc,1,133
1v,605,nd,1,119
1v,606,lv,1,347
1v,606,km,1,311
1v,607,bj,1,210
1v,607,s3,1,180
1v,609,s1,1,178
1v,609,c1,1,123
1v,609,lv,1,348
1v,609,c2,1,123
1v,609,km,1,312
1v,610,dy,1,153
1v,610,pts1,3,94
1v,610,vp,87,118
1v,611,lv,1,349
1v,611,mc,1,134
1v,613,km,1,313
1v,613,s3,1,181
1v,614,lv,1,350
1v,614,nd,1,120
1v,615,s1,1,179
1v,616,c1,1,124
1v,616,lv,1,351
1v,616,c2,1,124
1v,616,km,1,314
1v,616,dy,1,154
1v,616,vp,87,119
1v,617,bj,1,212
1v,617,s3,1,182
1v,618,km,1,315
1v,618,mc,1,135
1v,619,s1,1,180
1v,619,lv,1,352
1v,621,,1,353
1v,621,km,1,316
1v,621,dy,1,155
1v,622,nd,1,121
1v,622,vp,87,120
1v,623,s3,1,183
1v,624,c1,1,125
1v,624,lv,1,354
1v,624,c2,1,125
1v,624,km,1,317
1v,625,s1,1,181
1v,625,mc,1,136
1v,625,pts1,3,95
1v,626,dy,1,156
1v,627,km,1,318
1v,627,bj,1,214
1v,628,lv,1,355
1v,631,s3,1,184
1v,631,vp,87,121
1v,633,c1,1,126
1v,633,lv,1,356
1v,633,nd,1,122
1v,633,c2,1,126
1v,633,mc,1,137
1v,634,s1,1,182
1v,634,km,1,319
1v,635,dy,1,157
1v,636,bj,1,216
1v,636,s3,1,185
1v,637,lv,1,357
1v,637,km,1,320
1v,637,vp,87,122
1v,638,s1,1,183
1v,639,lv,1,358
1v,639,nd,1,123
1v,639,km,1,321
1v,639,dy,1,158
1v,639,mc,1,138
1v,640,c1,1,127
1v,640,c2,1,127
1v,640,s3,1,186
1v,641,lv,1,359
1v,641,km,1,322
1v,641,pts1,3,96
1v,643,s1,1,184
1v,643,dy,1,159
1v,643,vp,87,123
1v,644,lv,1,360
1v,644,km,1,323
1v,644,bj,1,218
1v,644,mc,1,139
1v,644,s3,1,187
1v,646,s1,1,185
1v,646,c1,1,128
1v,646,lv,1,361
1v,646,nd,1,124
1v,646,c2,1,128
1v,646,km,1,324
1v,648,dy,1,160
1v,648,s3,1,188
1v,649,km,1,325
1v,649,vp,87,124
1v,650,s1,1,186
1v,650,lv,1,362
1v,650,km,1,326
1v,650,mc,1,140
1v,651,nd,1,125
1v,651,dy,1,161
1v,651,bj,1,220
1v,651,s3,1,189
1v,652,c1,1,129
1v,652,lv,1,363
1v,652,c2,1,129
1v,656,mc,1,141
1v,656,vp,87,125
1v,658,lv,1,364
1v,658,dy,1,162
1v,659,s1,1,187
1v,659,nd,1,126
1v,659,km,1,327
1v,659,s3,1,190
1v,660,c1,1,130
1v,660,c2,1,130
1v,660,bj,1,222
1v,660,pts1,3,97
1v,661,mc,1,142
1v,661,vp,87,126
1v,662,nd,1,127
1v,665,,1,128
1v,665,km,1,328
1v,666,c1,1,131
1v,666,c2,1,131
1v,666,mc,1,143
1v,666,vp,87,127
1v,667,bj,1,224
1v,668,nd,1,129
1v,668,dy,1,163
1v,670,nd,1,130
1v,674,s1,1,188
1v,674,c1,1,132
1v,674,lv,1,365
1v,674,,1,366
1v,674,nd,1,131
1v,674,c2,1,132
1v,674,km,1,329
1v,674,,1,330
1v,674,dy,1,164
1v,674,mc,1,144
1v,674,s3,1,191
1v,674,vp,87,128
1v,676,s1,1,189
1v,676,lv,1,367
1v,676,bj,1,226
1v,676,s3,1,192
1v,678,km,1,331
1v,679,s1,1,190
1v,679,c1,1,133
1v,679,lv,1,368
1v,679,c2,1,133
1v,679,km,1,332
1v,679,dy,1,165
1v,679,mc,1,145
1v,679,s3,1,193
1v,679,vp,87,129
1v,681,lv,1,369
1v,681,nd,1,132
1v,681,km,1,333
1v,681,dy,1,166
1v,681,pts1,3,98
1v,683,bj,1,228
1v,683,mc,1,146
1v,683,s3,1,194
1v,684,s1,1,191
1v,685,c1,1,134
1v,685,lv,1,370
1v,685,c2,1,134
1v,685,km,1,334
1v,685,vp,87,130
1v,687,s1,1,192
1v,687,,1,193
1v,687,dy,1,167
1v,687,mc,1,147
1v,687,s3,1,196
1v,688,lv,1,371
1v,688,,1,372
1v,688,nd,1,133
1v,688,km,1,338
1v,688,,1,339
1v,688,dy,1,168
1v,688,mc,1,148
1v,688,s3,1,197
1v,689,c1,1,135
1v,689,lv,1,373
1v,689,c2,1,135
1v,689,dy,1,169
1v,689,bj,1,230
1v,689,vp,87,131
1v,690,dy,1,170
1v,691,s1,1,194
1v,691,lv,1,374
1v,691,nd,1,134
1v,691,mc,1,149
1v,693,km,1,340
1v,693,pts1,3,99
1v,694,s1,1,195
1v,694,c1,1,136
1v,694,lv,1,375
1v,694,c2,1,136
1v,694,dy,1,171
1v,694,bj,1,232
1v,694,s3,1,198
1v,694,vp,87,132
1v,695,lv,1,376
1v,695,nd,1,135
1v,695,km,1,341
1v,695,mc,1,150
1v,696,lv,1,377
1v,697,s1,1,196
1v,697,km,1,342
1v,697,dy,1,172
1v,697,s3,1,199
1v,698,c1,1,137
1v,698,lv,1,378
1v,698,c2,1,137
1v,698,km,1,343
1v,698,vp,87,133
1v,699,mc,1,151
1v,700,lv,1,379
1v,700,nd,1,136
1v,700,bj,1,234
1v,700,s3,1,200
1v,701,s1,1,197
1v,701,dy,1,173
1v,702,c1,1,138
1v,702,lv,1,380
1v,702,c2,1,138
1v,702,km,1,344
1v,702,pts1,3,100
1v,702,vp,87,134
1v,704,nd,1,137
1v,705,lv,1,381
1v,705,km,1,345
1v,705,bj,1,236
1v,705,s3,1,201
1v,706,s1,1,198
1v,706,dy,1,174
1v,706,mc,1,152
1v,708,km,1,346
1v,709,lv,1,382
1v,710,c1,1,139
1v,710,nd,1,138
1v,710,c2,1,139
1v,710,s3,1,202
1v,710,vp,87,135
1v,712,dy,1,175
1v,712,mc,1,153
1v,713,lv,1,383
1v,713,km,1,347
1v,714,s1,1,199
1v,714,pts1,3,101
1v,715,lv,1,384
1v,715,km,1,348
1v,715,bj,1,238
1v,716,c1,1,140
1v,716,c2,1,140
1v,716,s3,1,203
1v,716,vp,87,136
1v,717,lv,1,385
1v,717,nd,1,139
1v,717,dy,1,176
1v,718,s1,1,200
1v,718,km,1,349
1v,718,mc,1,154
1v,718,s3,1,204
1v,719,lv,1,386
1v,719,km,1,350
1v,720,dy,1,177
1v,721,s1,1,201
1v,721,lv,1,387
1v,721,km,1,351
1v,721,pts1,3,102
1v,722,mc,1,155
1v,722,s3,1,205
1v,722,vp,87,137
1v,723,c1,1,141
1v,723,lv,1,388
1v,723,nd,1,140
1v,723,c2,1,141
1v,723,km,1,352
1v,723,bj,1,240
1v,724,s1,1,202
1v,724,lv,1,389
1v,724,dy,1,178
1v,724,s3,1,206
1v,725,km,1,353
1v,725,mc,1,156
1v,727,s1,1,203
1v,727,lv,1,390
1v,727,pts1,3,103
1v,728,km,1,354
1v,728,dy,1,179
1v,728,vp,87,138
1v,729,c1,1,142
1v,729,lv,1,391
1v,729,c2,1,142
1v,729,s3,1,207
1v,730,nd,1,141
1v,730,bj,1,242
1v,731,km,1,355
1v,732,s1,1,204
1v,732,lv,1,392
1v,732,mc,1,157
1v,733,km,1,356
1v,733,dy,1,180
1v,733,s3,1,208
1v,734,c1,1,143
1v,734,lv,1,393
1v,734,c2,1,143
1v,734,vp,87,139
1v,735,km,1,357
1v,736,s1,1,205
1v,736,lv,1,394
1v,736,nd,1,142
1v,736,pts1,3,104
1v,737,mc,1,158
1v,737,s3,1,209
1v,738,lv,1,395
1v,738,km,1,358
1v,738,dy,1,181
1v,738,bj,1,244
1v,740,s1,1,206
1v,740,lv,1,396
1v,740,km,1,359
1v,740,vp,87,140
1v,741,c1,1,144
1v,741,c2,1,144
1v,741,dy,1,182
1v,741,s3,1,210
1v,742,lv,1,397
1v,742,nd,1,143
1v,742,km,1,360
1v,742,mc,1,159
1v,743,s1,1,207
1v,743,lv,1,398
1v,743,pts1,3,105
1v,744,s1,1,208
1v,744,c1,1,145
1v,744,lv,1,399
1v,744,c2,1,145
1v,744,km,1,361
1v,744,,1,362
1v,744,dy,1,183
1v,744,bj,1,246
1v,744,mc,1,160
1v,744,s3,1,211
1v,744,vp,87,141
1v,745,lv,1,400
1v,745,,1,401
1v,745,nd,1,144
1v,745,s3,1,212
1v,746,s1,1,209
1v,746,km,1,363
1v,746,dy,1,184
1v,746,pts1,3,106
1v,747,s3,1,213
1v,748,c1,1,146
1v,748,lv,1,402
1v,748,c2,1,146
1v,748,km,1,364
1v,749,bj,1,248
1v,749,mc,1,161
1v,749,vp,87,142
1v,750,lv,1,403
1v,751,s1,1,210
1v,751,nd,1,145
1v,751,km,1,365
1v,751,dy,1,185
1v,752,s3,1,214
1v,753,lv,1,404
1v,753,km,1,366
1v,754,s1,1,211
1v,754,c1,1,147
1v,754,lv,1,405
1v,754,c2,1,147
1v,754,mc,1,162
1v,755,km,1,367
1v,756,lv,1,406
1v,756,nd,1,146
1v,756,dy,1,186
1v,756,pts1,3,107
1v,756,s3,1,215
1v,756,vp,87,143
1v,757,km,1,368
1v,757,bj,1,250
1v,758,s1,1,212
1v,758,lv,1,407
1v,759,km,1,369
1v,759,dy,1,187
1v,759,mc,1,163
1v,759,s3,1,216
1v,760,c1,1,148
